Date;Open;High;Low;Close;Adj Close;Volume;
31/05/2019;2.161.000;2.184.000;2.137.000;2.142.000;2.142.000;0;
3/06/2019;2.112.000;2.130.000;2.081.000;2.081.000;2.081.000;0;
4/06/2019;2.126.000;2.147.000;2.102.000;2.119.000;2.119.000;0;
5/06/2019;2.097.000;2.130.000;2.080.000;2.123.000;2.123.000;0;
6/06/2019;2.105.000;2.135.000;2.092.000;2.124.000;2.124.000;0;
7/06/2019;2.105.000;2.105.000;2.053.000;2.084.000;2.084.000;0;
10/06/2019;2.135.000;2.147.000;2.115.000;2.143.000;2.143.000;0;
11/06/2019;2.171.000;2.174.000;2.138.000;2.140.000;2.140.000;0;
12/06/2019;2.122.000;2.143.000;2.110.000;2.127.000;2.127.000;0;
13/06/2019;2.112.000;2.120.000;2.082.000;2.091.000;2.091.000;0;
14/06/2019;2.075.000;2.110.000;2.075.000;2.093.000;2.093.000;0;
17/06/2019;2.094.000;2.103.000;2.079.000;2.086.000;2.086.000;0;
18/06/2019;2.035.000;2.075.000;2.029.000;2.060.000;2.060.000;0;
19/06/2019;2.084.000;2.099.000;2.022.000;2.029.000;2.029.000;0;
20/06/2019;1.994.000;2.015.000;1.975.000;2.001.000;2.001.000;0;
21/06/2019;2.026.000;2.070.000;2.018.000;2.068.000;2.068.000;0;
24/06/2019;2.032.000;2.042.000;2.014.000;2.021.000;2.021.000;0;
25/06/2019;2.012.000;2.014.000;1.982.000;1.994.000;1.994.000;0;
26/06/2019;2.016.000;2.049.000;2.006.000;2.049.000;2.049.000;0;
27/06/2019;2.040.000;2.045.000;2.004.000;2.005.000;2.005.000;0;
28/06/2019;2.012.000;2.033.000;1.998.000;2.000.000;2.000.000;0;
1/07/2019;2.026.000;2.048.000;2.005.000;2.034.000;2.034.000;0;
2/07/2019;2.024.000;2.024.000;1.974.000;1.976.000;1.976.000;0;
3/07/2019;null;null;null;1.976.000;1.974.000;null;
5/07/2019;1.970.000;2.068.000;1.965.000;2.048.000;2.048.000;0;
8/07/2019;2.030.000;2.036.000;2.013.000;2.034.000;2.034.000;0;
9/07/2019;2.060.000;2.068.000;2.046.000;2.054.000;2.054.000;0;
10/07/2019;2.101.000;2.105.000;2.041.000;2.061.000;2.061.000;0;
11/07/2019;2.068.000;2.134.000;2.058.000;2.120.000;2.120.000;0;
12/07/2019;2.122.000;2.148.000;2.105.000;2.106.000;2.106.000;0;
15/07/2019;2.113.000;2.115.000;2.090.000;2.092.000;2.092.000;0;
16/07/2019;2.099.000;2.143.000;2.096.000;2.122.000;2.122.000;0;
17/07/2019;2.092.000;2.097.000;2.057.000;2.061.000;2.061.000;0;
18/07/2019;2.059.000;2.078.000;2.035.000;2.038.000;2.038.000;0;
19/07/2019;2.047.000;2.064.000;2.038.000;2.048.000;2.048.000;0;
22/07/2019;2.050.000;2.050.000;2.027.000;2.043.000;2.043.000;0;
23/07/2019;2.048.000;2.076.000;2.043.000;2.074.000;2.074.000;0;
24/07/2019;2.052.000;2.060.000;2.038.000;2.050.000;2.050.000;0;
25/07/2019;2.017.000;2.100.000;2.012.000;2.074.000;2.074.000;0;
26/07/2019;2.069.000;2.100.000;2.063.000;2.081.000;2.081.000;0;
29/07/2019;2.058.000;2.067.000;2.048.000;2.055.000;2.055.000;0;
30/07/2019;2.055.000;2.075.000;2.041.000;2.061.000;2.061.000;0;
31/07/2019;2.051.000;2.072.000;2.009.000;2.021.000;2.021.000;0;
1/08/2019;2.028.000;2.028.000;1.878.000;1.894.000;1.894.000;0;
2/08/2019;1.866.000;1.907.000;1.842.000;1.855.000;1.855.000;0;
5/08/2019;1.762.000;1.787.000;1.729.000;1.735.000;1.735.000;0;
6/08/2019;1.753.000;1.772.000;1.731.000;1.739.000;1.739.000;0;
7/08/2019;1.630.000;1.685.000;1.595.000;1.684.000;1.684.000;0;
8/08/2019;1.719.000;1.793.000;1.705.000;1.716.000;1.716.000;0;
9/08/2019;1.716.000;1.734.000;1.680.000;1.734.000;1.734.000;0;
12/08/2019;1.690.000;1.697.000;1.628.000;1.639.000;1.639.000;0;
13/08/2019;1.645.000;1.717.000;1.635.000;1.680.000;1.680.000;0;
14/08/2019;1.601.000;1.618.000;1.581.000;1.581.000;1.581.000;0;
15/08/2019;1.557.000;1.594.000;1.475.000;1.529.000;1.529.000;0;
16/08/2019;1.537.000;1.593.000;1.532.000;1.539.000;1.539.000;0;
19/08/2019;1.596.000;1.618.000;1.584.000;1.598.000;1.598.000;0;
20/08/2019;1.579.000;1.579.000;1.540.000;1.561.000;1.561.000;0;
21/08/2019;1.586.000;1.593.000;1.547.000;1.577.000;1.577.000;0;
22/08/2019;1.622.000;1.623.000;1.572.000;1.610.000;1.610.000;0;
23/08/2019;1.611.000;1.622.000;1.506.000;1.528.000;1.528.000;0;
26/08/2019;1.517.000;1.549.000;1.508.000;1.545.000;1.545.000;0;
27/08/2019;1.513.000;1.522.000;1.471.000;1.490.000;1.490.000;0;
28/08/2019;1.458.000;1.481.000;1.446.000;1.466.000;1.466.000;0;
29/08/2019;1.496.000;1.535.000;1.478.000;1.516.000;1.516.000;0;
30/08/2019;1.525.000;1.532.000;1.501.000;1.506.000;1.506.000;0;
3/09/2019;1.483.000;1.511.000;1.429.000;1.466.000;1.466.000;0;
4/09/2019;1.493.000;1.499.000;1.451.000;1.459.000;1.459.000;0;
5/09/2019;1.520.000;1.591.000;1.518.000;1.565.000;1.565.000;0;
6/09/2019;1.605.000;1.606.000;1.540.000;1.550.000;1.550.000;0;
9/09/2019;1.596.000;1.635.000;1.587.000;1.622.000;1.622.000;0;
10/09/2019;1.647.000;1.704.000;1.635.000;1.702.000;1.702.000;0;
11/09/2019;1.730.000;1.752.000;1.720.000;1.733.000;1.733.000;0;
12/09/2019;1.701.000;1.801.000;1.668.000;1.791.000;1.791.000;0;
13/09/2019;1.794.000;1.903.000;1.793.000;1.903.000;1.903.000;0;
16/09/2019;1.834.000;1.875.000;1.829.000;1.841.000;1.841.000;0;
17/09/2019;1.815.000;1.849.000;1.794.000;1.812.000;1.812.000;0;
18/09/2019;1.775.000;1.805.000;1.744.000;1.786.000;1.786.000;0;
19/09/2019;1.758.000;1.789.000;1.749.000;1.774.000;1.774.000;0;
20/09/2019;1.793.000;1.795.000;1.749.000;1.755.000;1.755.000;0;
23/09/2019;1.697.000;1.709.000;1.665.000;1.708.000;1.708.000;0;
24/09/2019;1.704.000;1.708.000;1.635.000;1.635.000;1.635.000;0;
25/09/2019;1.654.000;1.735.000;1.642.000;1.732.000;1.732.000;0;
26/09/2019;1.718.000;1.718.000;1.675.000;1.685.000;1.685.000;0;
27/09/2019;1.722.000;1.722.000;1.673.000;1.675.000;1.675.000;0;
30/09/2019;1.699.000;1.713.000;1.672.000;1.675.000;1.675.000;0;
1/10/2019;1.727.000;1.755.000;1.613.000;1.644.000;1.644.000;0;
2/10/2019;1.634.000;1.644.000;1.580.000;1.596.000;1.596.000;0;
3/10/2019;1.584.000;1.596.000;1.510.000;1.536.000;1.536.000;0;
4/10/2019;1.538.000;1.555.000;1.510.000;1.515.000;1.515.000;0;
7/10/2019;1.539.000;1.560.000;1.529.000;1.553.000;1.553.000;0;
8/10/2019;1.520.000;1.556.000;1.510.000;1.537.000;1.537.000;0;
9/10/2019;1.558.000;1.594.000;1.546.000;1.589.000;1.589.000;0;
10/10/2019;1.584.000;1.672.000;1.575.000;1.658.000;1.658.000;0;
11/10/2019;1.708.000;1.764.000;1.696.000;1.752.000;1.752.000;0;
14/10/2019;1.733.000;1.733.000;1.733.000;1.733.000;1.733.000;0;
15/10/2019;1.691.000;1.776.000;1.689.000;1.771.000;1.771.000;0;
16/10/2019;1.740.000;1.769.000;1.729.000;1.748.000;1.748.000;0;
17/10/2019;1.757.000;1.773.000;1.731.000;1.757.000;1.757.000;0;
18/10/2019;1.768.000;1.769.000;1.729.000;1.747.000;1.747.000;0;
21/10/2019;1.778.000;1.805.000;1.771.000;1.792.000;1.792.000;0;
22/10/2019;1.775.000;1.803.000;1.764.000;1.768.000;1.768.000;0;
23/10/2019;1.731.000;1.763.000;1.731.000;1.759.000;1.759.000;0;
24/10/2019;1.750.000;1.775.000;1.738.000;1.766.000;1.766.000;0;
25/10/2019;1.766.000;1.814.000;1.750.000;1.801.000;1.801.000;0;
28/10/2019;1.833.000;1.860.000;1.830.000;1.853.000;1.853.000;0;
29/10/2019;1.839.000;1.849.000;1.826.000;1.835.000;1.835.000;0;
30/10/2019;1.826.000;1.851.000;1.794.000;1.798.000;1.798.000;0;
31/10/2019;1.708.000;1.714.000;1.681.000;1.691.000;1.691.000;0;
1/11/2019;1.677.000;1.745.000;1.670.000;1.728.000;1.728.000;0;
4/11/2019;1.747.000;1.793.000;1.747.000;1.786.000;1.786.000;0;
5/11/2019;1.825.000;1.873.000;1.825.000;1.866.000;1.866.000;0;
6/11/2019;1.837.000;1.848.000;1.807.000;1.814.000;1.814.000;0;
7/11/2019;1.881.000;1.971.000;1.874.000;1.926.000;1.926.000;0;
8/11/2019;1.950.000;1.952.000;1.895.000;1.933.000;1.933.000;0;
11/11/2019;1.943.000;1.943.000;1.943.000;1.943.000;1.943.000;0;
12/11/2019;1.940.000;1.949.000;1.907.000;1.909.000;1.909.000;0;
13/11/2019;1.888.000;1.891.000;1.865.000;1.870.000;1.870.000;0;
14/11/2019;1.850.000;1.851.000;1.805.000;1.815.000;1.815.000;0;
15/11/2019;1.841.000;1.845.000;1.819.000;1.834.000;1.834.000;0;
18/11/2019;1.845.000;1.845.000;1.795.000;1.808.000;1.808.000;0;
19/11/2019;1.817.000;1.817.000;1.777.000;1.786.000;1.786.000;0;
20/11/2019;1.747.000;1.764.000;1.730.000;1.738.000;1.738.000;0;
21/11/2019;1.760.000;1.786.000;1.753.000;1.772.000;1.772.000;0;
22/11/2019;1.750.000;1.779.000;1.747.000;1.774.000;1.774.000;0;
25/11/2019;1.790.000;1.793.000;1.755.000;1.764.000;1.764.000;0;
26/11/2019;1.745.000;1.747.000;1.731.000;1.740.000;1.740.000;0;
27/11/2019;1.750.000;1.778.000;1.750.000;1.767.000;1.767.000;0;
29/11/2019;null;null;null;1.767.000;1.750.000;null;
2/12/2019;1.833.000;1.854.000;1.821.000;1.836.000;1.836.000;0;
3/12/2019;1.788.000;1.788.000;1.693.000;1.709.000;1.709.000;0;
4/12/2019;1.733.000;1.791.000;1.733.000;1.781.000;1.781.000;0;
5/12/2019;1.772.000;1.822.000;1.772.000;1.797.000;1.797.000;0;
6/12/2019;1.795.000;1.864.000;1.790.000;1.842.000;1.842.000;0;
9/12/2019;1.828.000;1.833.000;1.807.000;1.829.000;1.829.000;0;
10/12/2019;1.810.000;1.849.000;1.805.000;1.833.000;1.833.000;0;
11/12/2019;1.830.000;1.836.000;1.783.000;1.790.000;1.790.000;0;
12/12/2019;1.793.000;1.924.000;1.778.000;1.897.000;1.897.000;0;
13/12/2019;1.878.000;1.906.000;1.816.000;1.819.000;1.819.000;0;
16/12/2019;1.849.000;1.894.000;1.845.000;1.892.000;1.892.000;0;
17/12/2019;1.861.000;1.894.000;1.856.000;1.889.000;1.889.000;0;
18/12/2019;1.891.000;1.934.000;1.884.000;1.924.000;1.924.000;0;
19/12/2019;1.947.000;1.947.000;1.898.000;1.908.000;1.908.000;0;
20/12/2019;1.935.000;1.940.000;1.915.000;1.917.000;1.917.000;0;
23/12/2019;1.912.000;1.940.000;1.898.000;1.935.000;1.935.000;0;
24/12/2019;null;null;null;1.935.000;1.915.000;null;
26/12/2019;1.912.000;1.921.000;1.896.000;1.905.000;1.905.000;0;
27/12/2019;1.893.000;1.893.000;1.870.000;1.874.000;1.874.000;0;
30/12/2019;1.923.000;1.940.000;1.895.000;1.895.000;1.895.000;0;
31/12/2019;1.898.000;1.930.000;1.895.000;1.919.000;1.919.000;0;
